,Date,Company,Title,Location,Link
510,2022-12-29,Inflection.io - product-led growth,Front End Engineer- SDE1/SDE2,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/front-end-engineer-sde1-sde2-at-inflection-io-product-led-growth-3449793052?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=aiNURABjtFBGyk2NBOgGqg%3D%3D&position=3&pageNum=21&trk=public_jobs_jserp-result_search-card
511,2023-03-13,TraceLink,QA Automation Engineer-III,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/qa-automation-engineer-iii-at-tracelink-3277979610?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=xOuLt71Uy5Tt0O0IvH%2F9Dg%3D%3D&position=4&pageNum=21&trk=public_jobs_jserp-result_search-card
512,2023-02-24,NatWest Group,Software Engineer- UI Path,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/software-engineer-ui-path-at-natwest-group-3537825287?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=jPXSmpzWu8HBiKrVkLhLjA%3D%3D&position=5&pageNum=21&trk=public_jobs_jserp-result_search-card
513,2023-02-24,NatWest Group,Software Engineer- UI Path,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-ui-path-at-natwest-group-3537826099?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=pxs2t9prDnSS069rgnktCg%3D%3D&position=6&pageNum=21&trk=public_jobs_jserp-result_search-card
514,2023-03-07,IBM,Automation Test Engineer,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/automation-test-engineer-at-ibm-3511436449?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=88Otd1em1p3%2FhVF%2BlnUycg%3D%3D&position=7&pageNum=21&trk=public_jobs_jserp-result_search-card
515,2023-02-28,Thomson Reuters,Cloud Engineer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/cloud-engineer-at-thomson-reuters-3505303616?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=IrntULODoXtjB1eKLKTmXQ%3D%3D&position=8&pageNum=21&trk=public_jobs_jserp-result_search-card
516,2023-03-19,Parallel Wireless,Software Engineer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-parallel-wireless-3290296604?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=Xj8FvF6VZ3bvGgcinjdAZg%3D%3D&position=9&pageNum=21&trk=public_jobs_jserp-result_search-card
517,2023-03-08,Priceline,Associate Software Engineer,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/associate-software-engineer-at-priceline-3518317326?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=NekmLhhU3S%2B387cU0Mwqdg%3D%3D&position=10&pageNum=21&trk=public_jobs_jserp-result_search-card
518,2023-03-22,Crossover,"Integration Engineer, Totogi (Remote) - $60,000/year USD","Kolkata, West Bengal, India",https://in.linkedin.com/jobs/view/integration-engineer-totogi-remote-%2460-000-year-usd-at-crossover-3533788140?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=VFdsyjveArEOYcUjxi0cxg%3D%3D&position=11&pageNum=21&trk=public_jobs_jserp-result_search-card
519,2023-03-08,Thales,Site Reliability Engineer,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/site-reliability-engineer-at-thales-3477509693?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=vA8KkydH8Y%2BcwWDlYGFeBA%3D%3D&position=12&pageNum=21&trk=public_jobs_jserp-result_search-card
520,2023-03-22,Storm2,DevOps Engineer,India,https://in.linkedin.com/jobs/view/devops-engineer-at-storm2-3518899514?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=B2ysimf2jzRybPXflUalhQ%3D%3D&position=13&pageNum=21&trk=public_jobs_jserp-result_search-card
521,2022-12-13,Elevate,Senior Software Engineer – AI/ML,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/senior-software-engineer-%E2%80%93-ai-ml-at-elevate-3430697986?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=PdqPrnz2fcrReO4sb%2BK4Vg%3D%3D&position=14&pageNum=21&trk=public_jobs_jserp-result_search-card
522,2023-03-17,SKILLMAP.AI,Angular Development work from home job/internship at HRBOT,India,https://in.linkedin.com/jobs/view/angular-development-work-from-home-job-internship-at-hrbot-at-skillmap-ai-3532626401?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=BYY8zc0SWNwbAsa5y5THUg%3D%3D&position=15&pageNum=21&trk=public_jobs_jserp-result_search-card
523,2023-01-26,Inflection.io - product-led growth,Full Stack Engineer- SDE1/SDE2,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/full-stack-engineer-sde1-sde2-at-inflection-io-product-led-growth-3491159980?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=5mhtIrid6UvXAlkYB7r%2Bhw%3D%3D&position=16&pageNum=21&trk=public_jobs_jserp-result_search-card
524,2023-03-03,leap.club,Quality Assurance Engineer - Automation Testing,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/quality-assurance-engineer-automation-testing-at-leap-club-3506239101?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=IFn%2FYyhi0i6s6bxqin5akQ%3D%3D&position=17&pageNum=21&trk=public_jobs_jserp-result_search-card
525,2023-03-18,Autodesk,AWS DevOps Engineer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/aws-devops-engineer-at-autodesk-3492136192?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=3V623qQfLZR2c%2Bya%2FxwgBg%3D%3D&position=18&pageNum=21&trk=public_jobs_jserp-result_search-card
526,2023-01-26,Inflection.io - product-led growth,Full Stack Engineer- SDE1/SDE2,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/full-stack-engineer-sde1-sde2-at-inflection-io-product-led-growth-3491163544?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=BtXcRLu0p7FOpqBDJZR29w%3D%3D&position=19&pageNum=21&trk=public_jobs_jserp-result_search-card
527,2023-02-18,"Glan Management Consultancy- Career, Jobs, Hiring",Lead SFCC Backend Developer,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/lead-sfcc-backend-developer-at-glan-management-consultancy-career-jobs-hiring-3524695358?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=V0F0VB7b9AabZNsQnSQpcg%3D%3D&position=20&pageNum=21&trk=public_jobs_jserp-result_search-card
528,2023-03-18,IBM,Backend Developer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/backend-developer-at-ibm-3526805828?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=e3F1MfE6Ib6BuBVA49gTng%3D%3D&position=21&pageNum=21&trk=public_jobs_jserp-result_search-card
529,2023-02-23,HSBC,Software Engineer,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-engineer-at-hsbc-3535755093?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=HzBU9oE4b1NCXxDLnxaDXQ%3D%3D&position=22&pageNum=21&trk=public_jobs_jserp-result_search-card
530,2023-02-22,Redseer Strategy Consultants,Data Engineer,"Bengaluru North, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-redseer-strategy-consultants-3531247281?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=ANfUQeVXQb6CQDOFFbdFCA%3D%3D&position=23&pageNum=21&trk=public_jobs_jserp-result_search-card
531,2023-03-06,BCG GAMMA,Software Engineer - X Delivery,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-x-delivery-at-bcg-gamma-3510019483?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=MSmPzGOVKDNIOmkDP6tUmw%3D%3D&position=24&pageNum=21&trk=public_jobs_jserp-result_search-card
532,2023-03-08,IBM,Statistician,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/statistician-at-ibm-3511777394?refId=V1nzyACWukBp3N7WwrH4sw%3D%3D&trackingId=6wY2BDuPiBSLd79kVqf%2FPA%3D%3D&position=25&pageNum=21&trk=public_jobs_jserp-result_search-card
533,2023-03-13,Quantiphi,AWS Data Engineer(3-10 years)(Immediate Joinee),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/aws-data-engineer-3-10-years-immediate-joinee-at-quantiphi-3520784943?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=WXx7cU%2FJYR7n4eUT%2Bwd1ow%3D%3D&position=1&pageNum=22&trk=public_jobs_jserp-result_search-card
534,2023-03-20,Supersourcing,Frontend Developer,India,https://in.linkedin.com/jobs/view/frontend-developer-at-supersourcing-3529516170?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=onwFxxWhkkHiwpJbBNvtEg%3D%3D&position=2&pageNum=22&trk=public_jobs_jserp-result_search-card
535,2023-03-15,IBM,Software Engineer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-ibm-3521451808?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=fICIo6TPc8ECzDk3ZuVh%2BQ%3D%3D&position=3&pageNum=22&trk=public_jobs_jserp-result_search-card
536,2023-02-23,Innoviti Technologies,Frontend Developer,"Bengaluru North, Karnataka, India",https://in.linkedin.com/jobs/view/frontend-developer-at-innoviti-technologies-3532017928?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=ZKoNBNi4Uzsfyt09ZcRaUw%3D%3D&position=4&pageNum=22&trk=public_jobs_jserp-result_search-card
537,2023-02-28,Eli Lilly and Company,Statistical Programmer / Senior Statistical Programmer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/statistical-programmer-senior-statistical-programmer-at-eli-lilly-and-company-3505244206?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=8JLtTZXIz9uODgFQ%2B1ok8Q%3D%3D&position=5&pageNum=22&trk=public_jobs_jserp-result_search-card
538,2023-03-02,Matrimony.com Limited,Informatica Developer,"Tamil Nadu, India",https://in.linkedin.com/jobs/view/informatica-developer-at-matrimony-com-limited-3500689937?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=w9nJ1DkjEl1NwYg8gOBwQg%3D%3D&position=6&pageNum=22&trk=public_jobs_jserp-result_search-card
539,2023-03-03,ITC Infotech,Informatica Developer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/informatica-developer-at-itc-infotech-3505713103?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=oD1fp3AF33fyTD8LLsHazQ%3D%3D&position=7&pageNum=22&trk=public_jobs_jserp-result_search-card
540,2023-02-13,HCLSoftware,Service Now Developer,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/service-now-developer-at-hclsoftware-3450761953?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=r7ygUDGaJXYwq61AG1HO%2FQ%3D%3D&position=8&pageNum=22&trk=public_jobs_jserp-result_search-card
541,2023-02-23,Apexon,Business Intelligence Developer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-intelligence-developer-at-apexon-3489405829?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=PcrJFyo3ntCu3hHEsgi00Q%3D%3D&position=9&pageNum=22&trk=public_jobs_jserp-result_search-card
542,2023-03-22,Crossover,"Software Engineer, Totogi (Remote) - $60,000/year USD","New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/software-engineer-totogi-remote-%2460-000-year-usd-at-crossover-3533788384?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=Cj0YChP8St186KzWjz8YJw%3D%3D&position=10&pageNum=22&trk=public_jobs_jserp-result_search-card
543,2023-03-15,IBM,Application Developer: Open Source,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/application-developer-open-source-at-ibm-3521458013?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=iU%2FRt74jHL%2BuW8lBx1NDyA%3D%3D&position=11&pageNum=22&trk=public_jobs_jserp-result_search-card
544,2023-03-15,IBM,Application Developer: Open Source,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/application-developer-open-source-at-ibm-3521457105?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=1Cw%2BAYU%2FbuIUxFHyC0Gp5Q%3D%3D&position=12&pageNum=22&trk=public_jobs_jserp-result_search-card
545,2023-03-15,IBM,Application Developer: Open Source,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/application-developer-open-source-at-ibm-3521453556?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=P%2BrQ%2Fu9drIUfBAjNm5WDPA%3D%3D&position=13&pageNum=22&trk=public_jobs_jserp-result_search-card
546,2023-03-15,IBM,Application Developer: Open Source,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/application-developer-open-source-at-ibm-3521451829?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=Lb7JkprQkIZsHEWsb%2F%2BxYQ%3D%3D&position=14&pageNum=22&trk=public_jobs_jserp-result_search-card
547,2023-03-17,IBM,Application Developer: Microsoft Power Platform,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/application-developer-microsoft-power-platform-at-ibm-3525718179?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=qsXoKbOXCFbsJZq4DSRgoQ%3D%3D&position=15&pageNum=22&trk=public_jobs_jserp-result_search-card
548,2023-03-21,Nutanix,"SDET- Automation Engineer[Python/Java, Hypervisor]","Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/sdet-automation-engineer-python-java-hypervisor-at-nutanix-3515857414?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=1v%2Beb3sfA07%2F2xwSQy1XNw%3D%3D&position=16&pageNum=22&trk=public_jobs_jserp-result_search-card
549,2023-03-15,Cradlepoint,Software Development Engineer (SDE),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-development-engineer-sde-at-cradlepoint-3393611508?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=0TfA9m%2F6rYeV2I1ky8UdLg%3D%3D&position=17&pageNum=22&trk=public_jobs_jserp-result_search-card
550,2023-03-16,IBM,Frontend Developer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/frontend-developer-at-ibm-3523787054?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=MMZti9LD8l1Un2YmICCpPQ%3D%3D&position=18&pageNum=22&trk=public_jobs_jserp-result_search-card
551,2023-02-23,SySpree Digital,Web Developer Intern,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/web-developer-intern-at-syspree-digital-3532021451?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=YfycxH1yLGscxfSuy%2BWrlg%3D%3D&position=19&pageNum=22&trk=public_jobs_jserp-result_search-card
552,2023-03-14,Expedia Group,Software Engineer II,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/software-engineer-ii-at-expedia-group-3492633505?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=Bf1hxT7itBMZOP%2Bln9lZcg%3D%3D&position=20&pageNum=22&trk=public_jobs_jserp-result_search-card
553,2023-03-08,Vestas,Condition Monitoring Engineer,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/condition-monitoring-engineer-at-vestas-3511541114?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=%2F5DYeKzrhcPpX8sTlxG0TA%3D%3D&position=21&pageNum=22&trk=public_jobs_jserp-result_search-card
554,2023-03-06,Smiths Detection,Software Test Engineer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-test-engineer-at-smiths-detection-3515146929?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=A2pii1ojzojS%2BLaa26pY6A%3D%3D&position=22&pageNum=22&trk=public_jobs_jserp-result_search-card
555,2023-03-15,5Force Tech,Lead Software Engineer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-software-engineer-at-5force-tech-3525298015?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=rQSYGmlEreZB77hn1dkzBA%3D%3D&position=23&pageNum=22&trk=public_jobs_jserp-result_search-card
556,2023-03-14,Eli Lilly and Company,GIS–IDS Backend Automation Engineer-Ansible Shell Developer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/gis%E2%80%93ids-backend-automation-engineer-ansible-shell-developer-at-eli-lilly-and-company-3526955324?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=Mbl9O58l2%2Fy18QvGJup7yA%3D%3D&position=24&pageNum=22&trk=public_jobs_jserp-result_search-card
557,2023-03-22,Crossover,"Software Engineer, Totogi (Remote) - $60,000/year USD","Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/software-engineer-totogi-remote-%2460-000-year-usd-at-crossover-3533782959?refId=mP4BvA7BikJa56aSjh%2BF%2BQ%3D%3D&trackingId=zXUBbIb89j%2BwzAqGkQdJVA%3D%3D&position=25&pageNum=22&trk=public_jobs_jserp-result_search-card
558,2023-03-22,Crossover,"Software Engineer, Totogi (Remote) - $60,000/year USD","Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/software-engineer-totogi-remote-%2460-000-year-usd-at-crossover-3533782959?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=8BiMx6TBAxt3D1%2B85SjW1Q%3D%3D&position=1&pageNum=23&trk=public_jobs_jserp-result_search-card
559,2023-03-10,Thomson Reuters,Cloud Engineer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/cloud-engineer-at-thomson-reuters-3522000179?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=6bK%2BKI9lRdoyBSZVSOdKFA%3D%3D&position=2&pageNum=23&trk=public_jobs_jserp-result_search-card
560,2023-03-19,Jobs for Humanity,"Software Engineer(.NET/C#, SDET)_4-6 Yrs_Bangalore/Pune/Chennai/Gurgaon","Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/software-engineer-net-c%23-sdet-4-6-yrs-bangalore-pune-chennai-gurgaon-at-jobs-for-humanity-3531615012?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=KJuH5hAwIRc7MzP6%2BLkg3g%3D%3D&position=3&pageNum=23&trk=public_jobs_jserp-result_search-card
561,2023-02-28,EPAM Systems,Big Data Developer,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/big-data-developer-at-epam-systems-3500421673?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=Pzl%2BZbTzohyUOfR2WBSXIw%3D%3D&position=4&pageNum=23&trk=public_jobs_jserp-result_search-card
562,2023-02-24,Synechron,Node.js Developer,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/node-js-developer-at-synechron-3496247078?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=7rnCFDcGj0IhDGuHFkn4cw%3D%3D&position=5&pageNum=23&trk=public_jobs_jserp-result_search-card
563,2023-03-22,Crossover,"Software Engineer, Totogi (Remote) - $60,000/year USD","Chandigarh, Chandigarh, India",https://in.linkedin.com/jobs/view/software-engineer-totogi-remote-%2460-000-year-usd-at-crossover-3533785519?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=C9RUfi8BToT3fwiVto9j2A%3D%3D&position=6&pageNum=23&trk=public_jobs_jserp-result_search-card
564,2023-03-14,Apple,Big Data SRE - Observability and Reliability Engineering,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/big-data-sre-observability-and-reliability-engineering-at-apple-3038267446?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=wfkdzS7290WRSNVzordFjw%3D%3D&position=7&pageNum=23&trk=public_jobs_jserp-result_search-card
565,2023-03-16,Pluralsight,DevOps Engineer 4,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/devops-engineer-4-at-pluralsight-3525690749?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=b%2Bo3D00V5TlVF%2FauqlV9ug%3D%3D&position=8&pageNum=23&trk=public_jobs_jserp-result_search-card
566,2023-03-06,Qualcomm,Staff Engineer - ADAS Machine Learning,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/staff-engineer-adas-machine-learning-at-qualcomm-3304840012?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=XGz2JGlGuQEmOubArB2IxQ%3D%3D&position=9&pageNum=23&trk=public_jobs_jserp-result_search-card
567,2023-03-21,Ansys,"R&D Engineer - Python (or C# for scripting), GIT, ADO/TFS","Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/r-d-engineer-python-or-c%23-for-scripting-git-ado-tfs-at-ansys-3536805237?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=y44T9%2BHhmZRGmVaXh7rQCg%3D%3D&position=10&pageNum=23&trk=public_jobs_jserp-result_search-card
568,2023-03-16,Expedia Group,Security Engineer II,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/security-engineer-ii-at-expedia-group-3526533239?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=NmA7ydnFktnQcNT6shlhjw%3D%3D&position=11&pageNum=23&trk=public_jobs_jserp-result_search-card
569,2023-03-15,Expedia Group,Data Engineer II,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/data-engineer-ii-at-expedia-group-3529363496?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=ohpkZt9dxbMfJJFX7hDz4A%3D%3D&position=12&pageNum=23&trk=public_jobs_jserp-result_search-card
570,2023-03-20,Autodesk,Software Engineer(Automation/DevOps Developer),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/software-engineer-automation-devops-developer-at-autodesk-3529570884?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=EVhEn2CZW80ORsAYMRu6FA%3D%3D&position=13&pageNum=23&trk=public_jobs_jserp-result_search-card
571,2023-02-20,IDESLABS PRIVATE LIMITED,Data Engineer,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-ideslabs-private-limited-3528107549?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=rFpxag4U5NoYwQAq%2BPPcnA%3D%3D&position=14&pageNum=23&trk=public_jobs_jserp-result_search-card
572,2023-03-21,Qualcomm,"Engineer, Senior","Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/engineer-senior-at-qualcomm-3503935219?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=0lhfh4EOXoZQ3NoK1hjqiw%3D%3D&position=15&pageNum=23&trk=public_jobs_jserp-result_search-card
573,2023-02-28,Hitachi Vantara,Performance Test engineer,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/performance-test-engineer-at-hitachi-vantara-3440476768?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=0O5ALCn2crpo%2FqifQCI65A%3D%3D&position=16&pageNum=23&trk=public_jobs_jserp-result_search-card
574,2022-12-22,Mspire Ventures Private Limited,React.js Developer - Remote,"Gandhinagar, Gujarat, India",https://in.linkedin.com/jobs/view/react-js-developer-remote-at-mspire-ventures-private-limited-3420572697?refId=PB2oSO5xhjFS1BQJwRERoQ%3D%3D&trackingId=Cn9LeBy8HRHgcJElGlQ9ww%3D%3D&position=17&pageNum=23&trk=public_jobs_jserp-result_search-card
